#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="YuleModel.t:Mito_align_cleaned_outgroups" spec="beast.base.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:Mito_align_cleaned_outgroups" lower="0.0" name="birthDiffRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:Mito_align_cleaned_outgroups" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.Mito_align_cleaned_outgroups" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <distribution id="BMT_PropInvariablePrior.s:Mito_align_cleaned_outgroups" spec="bmodeltest.math.distributions.BMTPrior">
#            <count id="hasInvariableSites.s:Mito_align_cleaned_outgroups" spec="beast.base.inference.parameter.IntegerParameter">1</count>
#            <parameter id="BMT_ProportionInvariable.s:Mito_align_cleaned_outgroups" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.1</parameter>
#            <Beta id="Beta.1" name="distr">
#                <alpha id="Function$Constant.5" spec="beast.base.core.Function$Constant" value="1.0"/>
#                <beta id="Function$Constant.6" spec="beast.base.core.Function$Constant" value="4.0"/>
#            </Beta>
#        </distribution>
#        <distribution id="BMT_RatesPrior.s:Mito_align_cleaned_outgroups" spec="bmodeltest.math.distributions.NucleotideRevJumpSubstModelRatePrior">
#            <modelIndicator id="BMT_ModelIndicator.s:Mito_align_cleaned_outgroups" lower="0" spec="beast.base.inference.parameter.IntegerParameter" upper="5">5</modelIndicator>
#            <substModel id="RevJump.s:Mito_align_cleaned_outgroups" modelIndicator="@BMT_ModelIndicator.s:Mito_align_cleaned_outgroups" spec="bmodeltest.evolution.substitutionmodel.NucleotideRevJumpSubstModel">
#                <parameter dimension="6" id="BMT_Rates.s:Mito_align_cleaned_outgroups" lower="0.01" name="rates" spec="beast.base.inference.parameter.RealParameter" upper="100.0">1.0</parameter>
#                <frequencies empirical="false" id="BMTfreqs.s:Mito_align_cleaned_outgroups" spec="bmodeltest.evolution.substitutionmodel.ModelFrequencies">
#                    <hasEqualFreqs id="hasEqualFreqs.s:Mito_align_cleaned_outgroups" spec="beast.base.inference.parameter.BooleanParameter">false</hasEqualFreqs>
#                    <parameter dimension="4" id="BMT_frequencies.s:Mito_align_cleaned_outgroups" name="frequencies" spec="beast.base.inference.parameter.RealParameter">0.25 0.25 0.25 0.25</parameter>
#                </frequencies>
#            </substModel>
#            <parameter idref="BMT_Rates.s:Mito_align_cleaned_outgroups" name="x"/>
#            <Exponential id="BMT_RatesPrior.s:Mito_align_cleaned_outgroupsx" name="distr"/>
#        </distribution>
#        <prior id="BMT_freqsPrior.s:Mito_align_cleaned_outgroups" name="distribution" x="@BMT_frequencies.s:Mito_align_cleaned_outgroups">
#            <distr id="Dirichlet.1" spec="beast.base.inference.distribution.Dirichlet">
#                <alpha id="Function$Constant.7" spec="beast.base.core.Function$Constant" value="1.0 1.0 1.0 1.0"/>
#            </distr>
#        </prior>
#        <distribution id="BMT_GammaShapePrior.s:Mito_align_cleaned_outgroups" spec="bmodeltest.math.distributions.BMTPrior">
#            <count id="hasGammaRates.s:Mito_align_cleaned_outgroups" spec="beast.base.inference.parameter.IntegerParameter">1</count>
#            <parameter id="BMT_gammaShape.s:Mito_align_cleaned_outgroups" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.3" name="distr">
#                <parameter estimate="false" id="RealParameter.7" lower="0.0" name="mean" spec="beast.base.inference.parameter.RealParameter" upper="0.0">1.0</parameter>
#            </Exponential>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:Mito_align_cleaned_outgroups" name="distribution" x="@birthRate.t:Mito_align_cleaned_outgroups">
#            <Uniform id="Uniform.6" name="distr" upper="100.0"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@Mito_align_cleaned_outgroups" id="treeLikelihood.Mito_align_cleaned_outgroups" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Mito_align_cleaned_outgroups">
#            <siteModel gammaCategoryCount="4" hasGammaRates="@hasGammaRates.s:Mito_align_cleaned_outgroups" hasInvariantSites="@hasInvariableSites.s:Mito_align_cleaned_outgroups" id="BEASTModelTest.s:Mito_align_cleaned_outgroups" proportionInvariant="@BMT_ProportionInvariable.s:Mito_align_cleaned_outgroups" shape="@BMT_gammaShape.s:Mito_align_cleaned_outgroups" spec="bmodeltest.evolution.sitemodel.BEASTModelTestSiteModel" substModel="@RevJump.s:Mito_align_cleaned_outgroups">
#                <parameter id="BMT_mutationRate.s:Mito_align_cleaned_outgroups" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:Mito_align_cleaned_outgroups" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:Mito_align_cleaned_outgroups" lower="6.201923077E-10" name="clock.rate" spec="beast.base.inference.parameter.RealParameter" upper="9.182692308E-10">7.692307692E-10</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	rateAC	rateAG	rateAT	rateCG	rateCT	rateGT	substmodel	BMT_ModelIndicator	BMT_gammaShape	BMT_ProportionInvariable	hasGammaRates	hasInvariableSites	ActivePropInvariable	ActiveGammaShape	hasEqualFreqs	BMT_frequencies.1	BMT_frequencies.2	BMT_frequencies.3	BMT_frequencies.4	BMT_mutationRate	YuleModel	birthRate
62000000	-49973.47402979815	-47404.12509281937	-2569.348936978777	-47404.12509281937	1.9746881244778532E8	9.393427870150687E8	0.16207377910760712	3.832917332663185	0.34477229135069243	0.16207377910760712	1.1533905264202207	0.34477229135069243	123143	15	1.1069503238620144	0.4930821307445274	1	1	0.4930821307445274	1.1069503238620144	0	0.19408265256749482	0.05898459388719453	0.1858880074965966	0.5610447460487238	1.0	-2560.2263388110628	1.7178332677098597E-7
62500000	-49938.894680408324	-47361.92784449256	-2576.966835915765	-47361.92784449256	2.1137625052399427E8	9.923464048924031E8	0.1618577184662038	3.718833209697863	0.3434555506084491	0.1618577184662038	1.2705402521528308	0.3434555506084491	123143	15	0.7878285411586764	0.4269569622245401	1	1	0.4269569622245401	0.7878285411586764	0	0.19869426473615237	0.05840087442338136	0.18934159963918318	0.5535632612012934	1.0	-2568.522642374088	1.531350672334856E-7
63000000	-49943.316539476116	-47373.15174862592	-2570.1647908502014	-47373.15174862592	1.9939374923035264E8	9.456343022995477E8	0.13333852609261498	3.7919053753131777	0.37329122527582337	0.13333852609261498	1.2484605158270041	0.3196658313987521	123145	16	0.912954434962045	0.43744828650708373	1	1	0.43744828650708373	0.912954434962045	0	0.2006915309936107	0.06054695848221504	0.18499160455193053	0.5537699059722537	1.0	-2561.2044722470687	1.6938770238797482E-7
63500000	-49962.550310930535	-47393.20414198836	-2569.346168942173	-47393.20414198836	2.0119727823375696E8	9.432761388988199E8	0.1369272837909913	3.9047951075310436	0.34856961730907954	0.1369272837909913	1.1242110902687945	0.34856961730907954	123143	15	0.8149491422372125	0.44646932799788197	1	1	0.44646932799788197	0.8149491422372125	0	0.19599647392558753	0.06126735912319943	0.18350517084612689	0.559230996105096	1.0	-2560.789405119237	1.6891196577498668E-7
64000000	-49942.19452060764	-47373.794382365915	-2568.4001382417264	-47373.794382365915	1.9611884433345932E8	9.330914779123747E8	0.14307420398085116	3.9035723426392135	0.3651940878426244	0.14307420398085116	1.07989107371382	0.3651940878426244	123143	15	1.0783180374139683	0.4785642913691977	1	1	0.4785642913691977	1.0783180374139683	0	0.19857693034922455	0.06258414917112089	0.18945630703647504	0.549382613443189	1.0	-2559.3954022373773	1.7671655258845726E-7
64500000	-49962.60987653498	-47391.84572138495	-2570.7641551500333	-47391.84572138495	2.0257054013962922E8	9.482781019150639E8	0.14125751913965517	3.8364675644705852	0.3635723696601869	0.14125751913965517	1.1538726579297172	0.3635723696601869	123143	15	1.1246939326154937	0.48302887333261946	1	1	0.48302887333261946	1.1246939326154937	0	0.19533436060724463	0.05846033247909785	0.18602386986975655	0.5601814370439099	1.0	-2561.683425260732	1.5489369746729182E-7
65000000	-49928.748671418805	-47358.408790209694	-2570.339881209112	-47358.408790209694	1.9887847049434695E8	9.42722294971482E8	0.12289017120114598	3.8765877414267296	0.3759817475835999	0.12289017120114598	1.1543197546138944	0.3473304139734754	123145	16	0.9699360776971198	0.4647817054104285	1	1	0.4647817054104285	0.9699360776971198	0	0.19698486991987602	0.06208444735391284	0.1913310420029541	0.5495996407232665	1.0	-2561.16369275552	1.7761961830298177E-7
65500000	-49934.06983934815	-47354.747852042594	-2579.321987305556	-47354.747852042594	2.0882103032365516E8	9.897352323010901E8	0.15064934462237795	3.7870971277305703	0.3490230291017459	0.15064934462237795	1.2135581248211764	0.3490230291017459	123143	15	1.468008573198632	0.5151843858960585	1	1	0.5151843858960585	1.468008573198632	0	0.19956411703943147	0.05712538414061749	0.18780548057883156	0.5555050182411292	1.0	-2569.702610501992	1.3423671441511045E-7
66000000	-49946.39191239593	-47378.91510271418	-2567.476809681747	-47378.91510271418	1.9701359979293936E8	9.262125601974747E8	0.14832578489418943	3.8587570454628115	0.3579054749607327	0.14832578489418943	1.1287804348273387	0.3579054749607327	123143	15	1.0378752422611304	0.4903396692942647	1	1	0.4903396692942647	1.0378752422611304	0	0.19570615944621284	0.06402655625256978	0.18710730273038595	0.5531599815708416	1.0	-2558.441462406197	1.8076739925890357E-7
66500000	-49923.78494321731	-47350.869808202224	-2572.915135015083	-47350.869808202224	2.049971276107339E8	9.614863886441289E8	0.11803901958460288	3.7960417452130195	0.35364439840984957	0.11803901958460288	1.260591418798058	0.35364439840984957	123143	15	1.1947089353562697	0.4889392576472711	1	1	0.4889392576472711	1.1947089353562697	0	0.19427202262504156	0.06169684901979265	0.18680597904985738	0.5572251493053187	1.0	-2563.733482971732	1.6569388524850147E-7
67000000	-49968.0874519739	-47395.95933117412	-2572.1281207997813	-47395.95933117412	2.014420785827241E8	9.513983975555376E8	0.1341740788606073	3.8732685526525197	0.3502812742559776	0.14734146172537313	1.1446533582495215	0.3502812742559776	123453	28	1.4045623974871058	0.5074256667658011	1	1	0.5074256667658011	1.4045623974871058	0	0.19594949052054203	0.060521298418101804	0.18521585937111015	0.5583133516902569	1.0	-2562.4874516658365	1.7481437245238258E-7
67500000	-49931.2381295875	-47357.88543435004	-2573.352695237461	-47357.88543435004	2.0703764554160568E8	9.652868720470605E8	0.14131471470749368	3.8058791916844363	0.32711394216304895	0.14131471470749368	1.2572634945744596	0.32711394216304895	123143	15	1.0079183196541046	0.4922751772653463	1	1	0.4922751772653463	1.0079183196541046	0	0.19907231494224975	0.05893408291089874	0.1910951360296119	0.55089846611725	1.0	-2564.3396397877773	1.5419891553911786E-7
68000000	-49940.70903543324	-47373.7414666759	-2566.967568757342	-47373.7414666759	1.9791759889047813E8	9.326357838786752E8	0.11292057754086969	3.96231010983263	0.34212872096683056	0.11292057754086969	1.1275912931519518	0.34212872096683056	123143	15	0.6131273686877541	0.37461623719022974	1	1	0.37461623719022974	0.6131273686877541	0	0.19505307183384202	0.06166360370421383	0.1828045177779144	0.5604788066840398	1.0	-2558.989830769358	1.6149977284562134E-7
68500000	-49957.48218859641	-47372.89941333053	-2584.5827752658774	-47372.89941333053	2.2414115108652738E8	1.0323213162899555E9	0.12287847479456182	3.984560895094351	0.3289625571718376	0.10136146541520966	1.133274050352184	0.3289625571718376	123453	28	1.0341184956860416	0.48411600649061115	1	1	0.48411600649061115	1.0341184956860416	0	0.19685802404458266	0.0599995838056004	0.18724555895574568	0.5558968331940815	1.0	-2575.4992776283693	1.6597244558478546E-7
69000000	-49944.39798897035	-47373.31007953628	-2571.0879094340726	-47373.31007953628	2.0201127916569853E8	9.506527085478952E8	0.13780611942749596	3.7850276991205356	0.36212987474658537	0.13780611942749596	1.2209269987882936	0.3563031884895787	123145	16	0.972111283979843	0.46344297708718707	1	1	0.46344297708718707	0.972111283979843	0	0.19095039726531463	0.06229119391859475	0.18937277333838032	0.5573856354777208	1.0	-2561.9097972125264	1.6006938069739137E-7
69500000	-49957.34963568827	-47376.080855905144	-2581.2687797831263	-47376.080855905144	2.1039887482770532E8	9.977256862514713E8	0.1401331430449263	3.729781232633485	0.37303894001266064	0.14408337717096625	1.2399243671252886	0.37303894001266064	123453	28	1.1918397946824593	0.48946238045287804	1	1	0.48946238045287804	1.1918397946824593	0	0.20034999519372154	0.05900193385873398	0.18451271859967214	0.5561353523478827	1.0	-2571.9309398347614	1.844117477274164E-7
70000000	-49950.43103862315	-47378.52359986026	-2571.9074387628903	-47378.52359986026	2.0327901769884947E8	9.522931167916588E8	0.15056488891768235	3.715596227058714	0.3512142063941704	0.15056488891768235	1.2808455823175668	0.3512142063941704	123143	15	1.1822173947695096	0.48455392844354955	1	1	0.48455392844354955	1.1822173947695096	0	0.2000555436860132	0.0585743427842529	0.18682476778829876	0.5545453457414464	1.0	-2562.7514843622516	1.4800165061548088E-7
70500000	-49936.875669253735	-47363.75104038327	-2573.1246288704624	-47363.75104038327	2.051327841516159E8	9.636433147562447E8	0.14926596374680298	3.828830295794754	0.3487999115404509	0.14926596374680298	1.1750379536307298	0.3487999115404509	123143	15	1.1341028934132196	0.4865135084921282	1	1	0.4865135084921282	1.1341028934132196	0	0.20019634252613577	0.05966241903960691	0.19015993843045764	0.5499813000038093	1.0	-2564.0150806771903	1.568866426332581E-7
71000000	-49941.37441775429	-47363.002910776806	-2578.3715069774858	-47363.002910776806	2.1401218936565766E8	9.9457883365424E8	0.13704591360347151	3.780837145392752	0.33888043244609106	0.13704591360347151	1.2673101625081111	0.33888043244609106	123143	15	1.1529911693997492	0.5090070924545622	1	1	0.5090070924545622	1.1529911693997492	0	0.196116435471872	0.05996101907770106	0.1853398793103931	0.5585826661400439	1.0	-2569.1093090035424	1.6390723758093302E-7
71500000	-49941.03891983529	-47367.29588417493	-2573.743035660365	-47367.29588417493	2.0798993421539438E8	9.680279067194299E8	0.1287212354709655	3.8345168584749376	0.34576306801038964	0.1287212354709655	1.2165145345623356	0.34576306801038964	123143	15	1.0214440371172193	0.49694624185630015	1	1	0.49694624185630015	1.0214440371172193	0	0.19263671142226102	0.060535041692567584	0.19018766293924955	0.5566405839459313	1.0	-2564.68988336268	1.598518167138496E-7
72000000	-49948.1867236986	-47377.33376125659	-2570.8529624420094	-47377.33376125659	2.0008889392160782E8	9.432342155552101E8	0.12217108018789408	3.9440312772963253	0.37587867711115874	0.12217108018789408	1.059869208105552	0.37587867711115874	123143	15	1.0623366980621949	0.46643326025211534	1	1	0.46643326025211534	1.0623366980621949	0	0.19262771571766776	0.06161781408974734	0.1864673913733291	0.559287078819265	1.0	-2561.938233157184	1.8492553344206678E-7
72500000	-49946.02100296001	-47382.400807810314	-2563.620195149697	-47382.400807810314	1.9109336869292825E8	9.049070294227723E8	0.17486291686004102	3.790115509887781	0.3462428449093658	0.17486291686004102	1.1676729665733896	0.3462428449093658	123143	15	1.2644622771710115	0.49599861457259714	1	1	0.49599861457259714	1.2644622771710115	0	0.19563927010014093	0.058181608416225404	0.18911232445718895	0.5570667970264542	1.0	-2554.316571424787	1.6802528340726055E-7
73000000	-49967.23350049829	-47395.85027788988	-2571.3832226084132	-47395.85027788988	2.039003494534061E8	9.426106218352053E8	0.11543435234160848	3.7705268902962294	0.352961642703669	0.11543435234160848	1.2926811196131984	0.352961642703669	123143	15	1.2388018360188435	0.5045540302643056	1	1	0.5045540302643056	1.2388018360188435	0	0.20169226435847193	0.05932337535958058	0.18436664451959406	0.5546177157623625	1.0	-2562.0628683079676	1.4181356023567532E-7
73500000	-49939.448490843904	-47362.48878663226	-2576.9597042116475	-47362.48878663226	2.107754198639115E8	9.745660703787984E8	0.10903789733695816	3.861707127479968	0.36745015925906105	0.10903789733695816	1.2125970248541273	0.34016989373291107	123145	16	0.9729313464415782	0.4522910510505495	1	1	0.4522910510505495	0.9729313464415782	0	0.19733295813933086	0.06008268456785649	0.18702372944116308	0.5555606278516592	1.0	-2567.8609566498094	1.3313957773237125E-7
74000000	-49949.98918066928	-47380.918145541866	-2569.0710351274147	-47380.918145541866	1.9872700636482185E8	9.393077454784154E8	0.1567767746791304	3.824508535149282	0.3517574928561007	0.1567767746791304	1.1584229297802346	0.3517574928561007	123143	15	1.0121468831648543	0.48724445054896104	1	1	0.48724445054896104	1.0121468831648543	0	0.1968826256145233	0.06079905114196338	0.1906975241542141	0.5516207990893095	1.0	-2560.0766095713	1.6701885009345702E-7
74500000	-49941.24648863711	-47368.74738773031	-2572.4991009067967	-47368.74738773031	2.0393721695088324E8	9.500559332519177E8	0.1109851042072199	3.8001044276171325	0.34850677712099143	0.13639703176355278	1.2554998821700882	0.34850677712099143	123453	28	0.8936839447156696	0.46159911711469553	1	1	0.46159911711469553	0.8936839447156696	0	0.2025909277625708	0.05854539408222405	0.18571402527296832	0.5531496528822473	1.0	-2563.6513661811764	1.8852986930284428E-7
75000000	-49940.84874691349	-47364.35198814514	-2576.4967587683504	-47364.35198814514	2.0968186202007937E8	9.723355154370979E8	0.11714290483550642	3.8109652773717646	0.35068571610651117	0.11714290483550642	1.2533774807441695	0.35068571610651117	123143	15	1.3650221754479273	0.5127682371433432	1	1	0.5127682371433432	1.3650221754479273	0	0.19856195772036825	0.06324112532701674	0.18671636083103238	0.5514805561215929	1.0	-2567.0035416169853	1.825691576498746E-7
75500000	-49957.59856055446	-47386.19125168729	-2571.4073088671753	-47386.19125168729	2.01846890588665E8	9.555922100701569E8	0.16620012295055375	3.672137629554069	0.35724505379918287	0.16620012295055375	1.2809720169464318	0.35724505379918287	123143	15	0.8815045145817264	0.45220431714564036	1	1	0.45220431714564036	0.8815045145817264	0	0.19785231761419975	0.061297085019025685	0.1910428556008715	0.5498077417659128	1.0	-2562.7270334120612	1.643635982894811E-7
76000000	-49935.30355393668	-47362.99120804444	-2572.3123458922414	-47362.99120804444	2.021023400555606E8	9.51802213539734E8	0.13559729544248644	3.7378744503803683	0.372972534488076	0.13559729544248644	1.2449858897584898	0.372972534488076	123143	15	1.197620120241491	0.49612736089814063	1	1	0.49612736089814063	1.197620120241491	0	0.1976377661084814	0.06230225252251456	0.18768884980684158	0.5523711315621728	1.0	-2563.0733484141547	1.8082849469138088E-7
76500000	-49957.951405979795	-47387.781568476734	-2570.1698375030583	-47387.781568476734	2.0035924921889743E8	9.364880434904842E8	0.1521662077191347	3.8791228875134753	0.3411766726487926	0.1521662077191347	1.134191351750656	0.3411766726487926	123143	15	1.3312143557308764	0.5197632111543417	1	1	0.5197632111543417	1.3312143557308764	0	0.19891360611578981	0.05924910738563301	0.18941408802645845	0.5524231984721298	1.0	-2560.667091174551	1.4572907481149578E-7
77000000	-49963.52681910987	-47392.3358379018	-2571.1909812080735	-47392.3358379018	1.9796662145748702E8	9.484120958264745E8	0.17668207148252454	3.804782692413843	0.37476736617611206	0.1012451629560567	1.1853305439706812	0.35719216300077317	123456	30	0.839920706590941	0.44570175215530383	1	1	0.44570175215530383	0.839920706590941	0	0.20274942736088394	0.05865448477983799	0.18934089405774635	0.5492551938015433	1.0	-2562.0968366113657	1.76638754630934E-7
77500000	-49955.100201004076	-47382.9944805312	-2572.10572047288	-47382.9944805312	1.9926662093440872E8	9.571772607891332E8	0.11796905186463838	3.800549791095473	0.37004808883708634	0.1258596789584964	1.2155253004072084	0.37004808883708634	123453	28	1.071037854361835	0.48140735231765497	1	1	0.48140735231765497	1.071037854361835	0	0.19857155280902963	0.06152940785572732	0.1889199432790434	0.5509790960562112	1.0	-2562.966073038904	1.5873746378678573E-7
78000000	-49941.347077325845	-47363.79759746094	-2577.5494798649	-47363.79759746094	2.1126250318708646E8	9.87382830670321E8	0.13834076681718233	3.798132118423968	0.3429915445571282	0.13834076681718233	1.2392032588274025	0.3429915445571282	123143	15	0.8550534147368388	0.452790665672335	1	1	0.452790665672335	0.8550534147368388	0	0.19704665731368348	0.06257980472154315	0.18701148558076844	0.553362052384016	1.0	-2568.9107980750578	1.7602682291343976E-7
78500000	-49952.386303330684	-47373.90560549335	-2578.4806978373304	-47373.90560549335	2.1291258868128726E8	9.977446258314936E8	0.12578224798498386	3.9578409874214353	0.3240629641313877	0.12578224798498386	1.142468588345819	0.3240629641313877	123143	15	0.9119176206918143	0.4694257467462906	1	1	0.4694257467462906	0.9119176206918143	0	0.19175564651618238	0.05793792317342655	0.1863034695597884	0.5640029607506147	1.0	-2569.711776218985	1.4393246285097202E-7
79000000	-49920.14154510723	-47350.622349118385	-2569.5191959888502	-47350.622349118385	1.9874544309819105E8	9.414009996310244E8	0.11667468355955025	3.7580453932593767	0.34891374068603176	0.11667468355955025	1.3107777582494593	0.34891374068603176	123143	15	0.940007125450312	0.45542573513836876	1	1	0.45542573513836876	0.940007125450312	0	0.20218175561678292	0.05596454808518799	0.18919538499552013	0.5526583113025206	1.0	-2560.780737877708	1.7547393855636617E-7
79500000	-49937.68774446388	-47364.514286534344	-2573.1734579295403	-47364.514286534344	2.0200356767569745E8	9.615946853349129E8	0.14344348916342184	3.7969665430328794	0.36688589589357673	0.14344348916342184	1.1823746868531266	0.36688589589357673	123143	15	1.063192555664937	0.4773766903253692	1	1	0.4773766903253692	1.063192555664937	0	0.20135550089702534	0.05975300842273029	0.18783528447200665	0.5510562062082495	1.0	-2564.1827391944084	1.4732999406014923E-7
80000000	-49965.8288579182	-47388.192151350355	-2577.6367065678405	-47388.192151350355	2.1172292274174985E8	9.92990367623637E8	0.1496391356306156	3.8502307060437815	0.3399838075512532	0.1496391356306156	1.1705234075924822	0.3399838075512532	123143	15	1.0680394911966278	0.4840510625995656	1	1	0.4840510625995656	1.0680394911966278	0	0.19669826889289715	0.05916589008280403	0.19067992740152218	0.553455913622788	1.0	-2568.6109897606198	1.5588598791805097E-7
80500000	-49945.166465626266	-47364.25818439838	-2580.908281227884	-47364.25818439838	2.2092498756625783E8	1.0132868722066569E9	0.13358784796537754	3.8951270014643176	0.3265899549973519	0.13358784796537754	1.1845173926102224	0.3265899549973519	123143	15	0.9720199151656403	0.47133329696572307	1	1	0.47133329696572307	0.9720199151656403	0	0.19964396238306997	0.058308845735228924	0.185744317844881	0.5563028740368312	1.0	-2572.0613398599753	1.6224863893879425E-7
81000000	-49924.39817816483	-47350.87330614845	-2573.524872016379	-47350.87330614845	2.0695769089152592E8	9.605672824665273E8	0.13456759100304097	3.7700867233174344	0.3575967486208093	0.13456759100304097	1.2659670310902607	0.3372143149654094	123145	16	0.9994068181769336	0.4684193386624291	1	1	0.4684193386624291	0.9994068181769336	0	0.19293507779872893	0.058160618316031365	0.18482429390394337	0.564080009981308	1.0	-2564.3050701657053	1.7731528909712846E-7
81500000	-49942.3572485667	-47366.71448614545	-2575.64276242125	-47366.71448614545	2.092375388760882E8	9.796716683936543E8	0.1404796889644156	3.7800277933460555	0.3432362376896991	0.1404796889644156	1.2525403533457151	0.3432362376896991	123143	15	1.12769061532817	0.4773817835820512	1	1	0.4773817835820512	1.12769061532817	0	0.19656955238946663	0.0591999292342165	0.1915902513453787	0.5526402670309503	1.0	-2566.59155290718	1.6170334395915594E-7
82000000	-49944.83019348601	-47370.13514423437	-2574.6950492516353	-47370.13514423437	2.0571603740239045E8	9.710858865541158E8	0.1259187903644652	3.9172565910140533	0.34302849944713865	0.1259187903644652	1.1448488293627348	0.34302849944713865	123143	15	1.061852984325453	0.4854892192881532	1	1	0.4854892192881532	1.061852984325453	0	0.1954786890041346	0.06306148183979891	0.185168437721553	0.5562913914345254	1.0	-2565.676683352289	1.4611254469167733E-7
82500000	-49944.118673455276	-47370.33739282906	-2573.781280626218	-47370.33739282906	2.0520549408981365E8	9.673122803754445E8	0.1917956962788891	3.7047592457264047	0.337847455527109	0.1917956962788891	1.2359544506615907	0.337847455527109	123143	15	1.0847334873173236	0.4918921974527455	1	1	0.4918921974527455	1.0847334873173236	0	0.1987940413061833	0.058570480366013776	0.18761674970326692	0.555018728624548	1.0	-2564.673519424662	1.5355500241681658E-7
83000000	-49947.71494272472	-47382.57761770277	-2565.1373250219503	-47382.57761770277	1.9136264864187798E8	9.094378125743113E8	0.1064849640712488	3.9073387198754532	0.3778621853987485	0.1064849640712488	1.123966981184551	0.3778621853987485	123143	15	0.9392888953743267	0.4435167068924846	1	1	0.4435167068924846	0.9392888953743267	0	0.19525557440051086	0.06679742127043214	0.18687114307490046	0.5510758612541689	1.0	-2556.4726232984613	1.932008098168698E-7
83500000	-49933.69621644684	-47355.64971744635	-2578.046499000494	-47355.64971744635	2.1308781803119713E8	9.92792183273334E8	0.1297451474424263	3.8630876224314723	0.3372752706519872	0.1297451474424263	1.2028715413796942	0.3372752706519872	123143	15	1.1879907964687513	0.5090630541911975	1	1	0.5090630541911975	1.1879907964687513	0	0.19726324964704364	0.058390688690521934	0.18717737452912928	0.5571686871333181	1.0	-2568.757478433526	1.47753443992273E-7
84000000	-49942.91591267582	-47377.144333273696	-2565.7715794021196	-47377.144333273696	1.9579218503858632E8	9.140059655022308E8	0.15840094197865567	3.749132300906337	0.3590263607574325	0.12454306676668361	1.2498709688334453	0.3590263607574325	123453	28	1.4877892564509227	0.528727171944448	1	1	0.528727171944448	1.4877892564509227	0	0.19769323701944988	0.05839246216131795	0.18550594951137095	0.5584083513078747	1.0	-2555.9027660280503	1.639098502091801E-7
84500000	-49931.960283442546	-47356.96907771992	-2574.991205722621	-47356.96907771992	2.1303730684622386E8	9.74312160276724E8	0.16729796334727381	3.86433878772936	0.3416861436695758	0.16729796334727381	1.1176929982369255	0.3416861436695758	123143	15	1.114891187042613	0.49678691711556083	1	1	0.49678691711556083	1.114891187042613	0	0.19766955432086283	0.061273798526114746	0.1900395010641349	0.551017146088901	1.0	-2565.8404147539572	1.6527710566711533E-7
85000000	-49960.37183480143	-47389.53582581807	-2570.8360089833614	-47389.53582581807	1.98598210412796E8	9.37825152400158E8	0.1414849723119805	3.8069651291799973	0.3566223714628252	0.1414849723119805	1.196820183270373	0.3566223714628252	123143	15	1.1195123886512666	0.4802723896618538	1	1	0.4802723896618538	1.1195123886512666	0	0.19630015886964416	0.05759431058685026	0.1891435444535016	0.556961986090018	1.0	-2561.7756088322176	1.3933205810201105E-7
85500000	-49960.35565652526	-47379.72982094315	-2580.625835582114	-47379.72982094315	2.199142126949945E8	1.0143759824958988E9	0.1425232622180994	3.927854761120168	0.3597092220813864	0.1425232622180994	1.1236794627580107	0.30371002960421484	123145	16	0.69797686205633	0.42650620833754144	1	1	0.42650620833754144	0.69797686205633	0	0.19666979167034374	0.05953288814826593	0.18659227014850854	0.5572050500328958	1.0	-2571.9648297908207	1.4714545910157035E-7
86000000	-49953.92885933358	-47374.38315751909	-2579.5457018144903	-47374.38315751909	2.092269811432622E8	9.922082568908111E8	0.15626976116000252	3.7731425220989188	0.3407960491933569	0.15626976116000252	1.2327258571943325	0.3407960491933569	123143	15	1.4289523487526072	0.5254454328364336	1	1	0.5254454328364336	1.4289523487526072	0	0.19877057737930548	0.05906712328664698	0.18296751181538257	0.5591947875186789	1.0	-2569.9006208509177	1.3512239812025197E-7
